STA,stationName,country,YR,MO,DA,PRCP,MAX,MIN
33014,Decimomanno,Italy,44,5,30,0,77,56
33014,Decimomanno,Italy,44,5,31,0,76,51
33014,Decimomanno,Italy,44,6,1,0,75,56
33014,Decimomanno,Italy,44,6,2,0,78,55
33014,Decimomanno,Italy,44,6,3,0,87,60
33014,Decimomanno,Italy,44,6,4,0,85,58
33014,Decimomanno,Italy,44,6,5,0,80,54
33014,Decimomanno,Italy,44,6,6,0,84,59
33014,Decimomanno,Italy,44,6,7,0,80,61
33014,Decimomanno,Italy,44,6,8,0,79,58
33014,Decimomanno,Italy,44,6,9,0,80,55
33014,Decimomanno,Italy,44,6,10,T,80,54
33014,Decimomanno,Italy,44,6,11,0.64,77,59
33014,Decimomanno,Italy,44,6,12,T,81,56
33014,Decimomanno,Italy,44,6,13,0,85,57
33014,Decimomanno,Italy,44,6,14,0,88,59
33014,Decimomanno,Italy,44,6,15,0,85,60
33014,Decimomanno,Italy,44,6,16,0,90,58
33014,Decimomanno,Italy,44,6,17,0,80,61
33014,Decimomanno,Italy,44,6,18,0,71,63
33014,Decimomanno,Italy,44,6,19,0,76,58
33014,Decimomanno,Italy,44,6,20,0,81,51
33014,Decimomanno,Italy,44,6,21,0,81,55
33014,Decimomanno,Italy,44,6,22,T,87,63
33014,Decimomanno,Italy,44,6,23,0,83,67
33014,Decimomanno,Italy,44,6,24,0.13,80,62
33014,Decimomanno,Italy,44,6,25,0,86,61
33014,Decimomanno,Italy,44,6,26,0,87,61
33014,Decimomanno,Italy,44,6,27,0,92,61
33014,Decimomanno,Italy,44,6,28,0,99,68
33014,Decimomanno,Italy,44,6,29,0,96,66
33014,Decimomanno,Italy,44,6,30,0,93,68
33014,Decimomanno,Italy,44,7,1,0,94,68
33014,Decimomanno,Italy,44,7,2,0,93,62
33014,Decimomanno,Italy,44,7,3,0,87,62
33014,Decimomanno,Italy,44,7,4,0,84,66
33014,Decimomanno,Italy,44,7,5,0,84,64
33014,Decimomanno,Italy,44,7,6,0,88,60
33014,Decimomanno,Italy,44,7,7,0,89,68
33014,Decimomanno,Italy,44,7,8,T,95,66
33014,Decimomanno,Italy,44,7,9,0,86,69
33014,Decimomanno,Italy,44,7,10,0,80,68
33014,Decimomanno,Italy,44,7,11,0,82,68
33014,Decimomanno,Italy,44,7,12,0,78,62
33014,Decimomanno,Italy,44,7,13,0,87,56
33014,Decimomanno,Italy,44,7,14,0,83,55
33014,Decimomanno,Italy,44,7,15,0,88,57
33014,Decimomanno,Italy,44,7,16,0,93,62
33014,Decimomanno,Italy,44,7,17,0,92,62
33014,Decimomanno,Italy,44,7,18,0,96,64
33014,Decimomanno,Italy,44,7,19,0,96,68
33014,Decimomanno,Italy,44,7,20,0,92,64
33014,Decimomanno,Italy,44,7,21,0,85,71
33014,Decimomanno,Italy,44,7,22,0,95,68
33014,Decimomanno,Italy,44,7,23,0,84,65
33014,Decimomanno,Italy,44,7,24,0,86,65
33014,Decimomanno,Italy,44,7,25,0,87,63
33014,Decimomanno,Italy,44,7,26,0,88,65
33014,Decimomanno,Italy,44,7,27,0,90,64
33014,Decimomanno,Italy,44,7,28,0,94,60
33014,Decimomanno,Italy,44,7,29,0,87,64
33014,Decimomanno,Italy,44,7,30,0,89,66
33014,Decimomanno,Italy,44,7,31,0,92,67
33014,Decimomanno,Italy,44,8,1,0,90,64
33014,Decimomanno,Italy,44,8,2,0,90,62
33014,Decimomanno,Italy,44,8,3,0,94,62
33014,Decimomanno,Italy,44,8,4,0,96,68
33014,Decimomanno,Italy,44,8,5,0,93,68
33014,Decimomanno,Italy,44,8,6,0,93,67
33014,Decimomanno,Italy,44,8,7,0,90,65
33014,Decimomanno,Italy,44,8,8,0,86,64
33014,Decimomanno,Italy,44,8,9,T,89,66
33014,Decimomanno,Italy,44,8,10,0.04,88,69
33014,Decimomanno,Italy,44,8,11,0.15,85,64
33014,Decimomanno,Italy,44,8,12,0,92,63
33014,Decimomanno,Italy,44,8,13,0,95,66
33014,Decimomanno,Italy,44,8,14,0,97,67
33014,Decimomanno,Italy,44,8,15,0,91,67
33014,Decimomanno,Italy,44,8,16,0,90,65
33014,Decimomanno,Italy,44,8,17,0,94,70
33014,Decimomanno,Italy,44,8,18,0,94,68
33014,Decimomanno,Italy,44,8,19,0,93,65
33014,Decimomanno,Italy,44,8,20,0,86,67
33014,Decimomanno,Italy,44,8,21,0,92,70
33014,Decimomanno,Italy,44,8,22,0,96,74
33014,Decimomanno,Italy,44,8,23,0,95,73
33014,Decimomanno,Italy,44,8,24,0,95,67
33014,Decimomanno,Italy,44,8,25,0,94,70
33014,Decimomanno,Italy,44,8,26,0,91,71
33014,Decimomanno,Italy,44,8,27,0,94,64
33014,Decimomanno,Italy,44,8,28,0,93,66
33014,Decimomanno,Italy,44,8,29,0,92,70
33014,Decimomanno,Italy,44,8,30,0,94,66
33014,Decimomanno,Italy,44,8,31,0,90,72
33014,Decimomanno,Italy,44,9,1,0,93,67
33014,Decimomanno,Italy,44,9,2,0,90,68
33014,Decimomanno,Italy,44,9,3,T,83,66
33014,Decimomanno,Italy,44,9,4,0,85,62
33014,Decimomanno,Italy,44,9,5,0,85,58
33014,Decimomanno,Italy,44,9,6,T,88,73
33014,Decimomanno,Italy,44,9,7,0.03,86,72
33014,Decimomanno,Italy,44,9,8,0.65,73,64
33014,Decimomanno,Italy,44,9,9,0,81,60
33014,Decimomanno,Italy,44,9,10,0,83,55
33014,Decimomanno,Italy,44,9,11,0,85,66
33014,Decimomanno,Italy,44,9,12,0,86,67
33014,Decimomanno,Italy,44,9,13,0,89,68
33014,Decimomanno,Italy,44,9,14,1.26,87,68
33014,Decimomanno,Italy,44,9,15,0.17,86,67
33014,Decimomanno,Italy,44,9,16,0,83,67
33014,Decimomanno,Italy,44,9,17,0,84,66
33014,Decimomanno,Italy,44,9,18,1.64,81,61
33014,Decimomanno,Italy,44,9,19,0.32,79,63
33019,Cagliari/Sardinia,Italy,43,11,11,,65,46
33019,Cagliari/Sardinia,Italy,43,11,12,0,63,45
33019,Cagliari/Sardinia,Italy,43,11,13,T,62,50
33019,Cagliari/Sardinia,Italy,43,11,14,0.15,76,57
33019,Cagliari/Sardinia,Italy,43,11,15,0.09,59,46
33019,Cagliari/Sardinia,Italy,43,11,16,0.03,59,45
33019,Cagliari/Sardinia,Italy,43,11,17,0.01,58,46
33019,Cagliari/Sardinia,Italy,43,11,18,,58,47
33019,Cagliari/Sardinia,Italy,43,11,19,,56,46
33019,Cagliari/Sardinia,Italy,43,11,20,,59,51
33019,Cagliari/Sardinia,Italy,43,11,21,0,63,44
33019,Cagliari/Sardinia,Italy,43,11,22,0.02,65,45
33019,Cagliari/Sardinia,Italy,43,11,23,0.1,61,53
33019,Cagliari/Sardinia,Italy,43,11,24,,59,54
33019,Cagliari/Sardinia,Italy,43,11,25,0.25,62,53
33019,Cagliari/Sardinia,Italy,43,11,26,T,61,49
33019,Cagliari/Sardinia,Italy,43,11,27,0,64,53
33019,Cagliari/Sardinia,Italy,43,11,28,0,62,46
33019,Cagliari/Sardinia,Italy,43,11,29,0,62,48
33019,Cagliari/Sardinia,Italy,43,11,30,0,60,50
33019,Cagliari/Sardinia,Italy,43,12,1,0,58,49
33019,Cagliari/Sardinia,Italy,43,12,2,0,56,46
33019,Cagliari/Sardinia,Italy,43,12,3,0.03,60,47
33019,Cagliari/Sardinia,Italy,43,12,4,0,63,53
33019,Cagliari/Sardinia,Italy,43,12,5,0,65,58
33019,Cagliari/Sardinia,Italy,43,12,6,0,63,58
33019,Cagliari/Sardinia,Italy,43,12,7,0,62,49
33019,Cagliari/Sardinia,Italy,43,12,8,0,61,45
33019,Cagliari/Sardinia,Italy,43,12,9,0,64,47
33019,Cagliari/Sardinia,Italy,43,12,10,0,58,48
33019,Cagliari/Sardinia,Italy,43,12,11,T,57,47
33019,Cagliari/Sardinia,Italy,43,12,12,0.54,56,45
33019,Cagliari/Sardinia,Italy,43,12,13,0.74,60,48
33019,Cagliari/Sardinia,Italy,43,12,14,0.49,61,54
33019,Cagliari/Sardinia,Italy,43,12,15,0.81,62,57
33019,Cagliari/Sardinia,Italy,43,12,16,0.03,62,60
33019,Cagliari/Sardinia,Italy,43,12,17,T,62,53
33019,Cagliari/Sardinia,Italy,43,12,18,0.02,59,50
33019,Cagliari/Sardinia,Italy,43,12,19,0,62,52
33019,Cagliari/Sardinia,Italy,43,12,20,T,59,51
33019,Cagliari/Sardinia,Italy,43,12,21,0.13,58,51
33019,Cagliari/Sardinia,Italy,43,12,22,,60,51
33019,Cagliari/Sardinia,Italy,43,12,23,0.01,56,50
33019,Cagliari/Sardinia,Italy,43,12,24,0,58,40
33019,Cagliari/Sardinia,Italy,43,12,25,0,59,45
33019,Cagliari/Sardinia,Italy,43,12,26,0,58,44
33019,Cagliari/Sardinia,Italy,43,12,27,0,56,40
33019,Cagliari/Sardinia,Italy,43,12,28,0,55,37
33019,Cagliari/Sardinia,Italy,43,12,29,0,56,36
33019,Cagliari/Sardinia,Italy,43,12,30,0,56,36
33019,Cagliari/Sardinia,Italy,43,12,31,0.04,50,38
33019,Cagliari/Sardinia,Italy,44,1,1,0,47,40
33019,Cagliari/Sardinia,Italy,44,1,2,0,53,36
33019,Cagliari/Sardinia,Italy,44,1,3,0,53,36
33019,Cagliari/Sardinia,Italy,44,1,4,0,55,47
33019,Cagliari/Sardinia,Italy,44,1,5,T,53,37
33019,Cagliari/Sardinia,Italy,44,1,6,0,48,34
33019,Cagliari/Sardinia,Italy,44,1,7,0,53,32
33019,Cagliari/Sardinia,Italy,44,1,8,T,50,35
33019,Cagliari/Sardinia,Italy,44,1,9,0,56,38
33019,Cagliari/Sardinia,Italy,44,1,10,0,56,39
33019,Cagliari/Sardinia,Italy,44,1,11,0,55,46
33019,Cagliari/Sardinia,Italy,44,1,12,T,59,49
33019,Cagliari/Sardinia,Italy,44,1,13,0,60,46
33019,Cagliari/Sardinia,Italy,44,1,14,0,60,41
33019,Cagliari/Sardinia,Italy,44,1,15,0,58,45
33019,Cagliari/Sardinia,Italy,44,1,16,0,61,40
33019,Cagliari/Sardinia,Italy,44,1,17,0,56,39
33019,Cagliari/Sardinia,Italy,44,1,18,0,56,38
33019,Cagliari/Sardinia,Italy,44,1,19,0,57,37
33019,Cagliari/Sardinia,Italy,44,1,20,0,55,38
33019,Cagliari/Sardinia,Italy,44,1,21,0,58,44
33019,Cagliari/Sardinia,Italy,44,1,22,0,60,43
33019,Cagliari/Sardinia,Italy,44,1,23,0,57,41
33019,Cagliari/Sardinia,Italy,44,1,24,0,58,43
33019,Cagliari/Sardinia,Italy,44,1,25,0,59,45
33019,Cagliari/Sardinia,Italy,44,1,26,0,57,47
33019,Cagliari/Sardinia,Italy,44,1,27,0,57,42
33019,Cagliari/Sardinia,Italy,44,1,28,0,60,42
33019,Cagliari/Sardinia,Italy,44,1,29,0,61,46
33019,Cagliari/Sardinia,Italy,44,1,30,0,56,37
33019,Cagliari/Sardinia,Italy,44,1,31,0,57,48
33019,Cagliari/Sardinia,Italy,44,2,1,0,56,47
33019,Cagliari/Sardinia,Italy,44,2,2,0,57,47
33019,Cagliari/Sardinia,Italy,44,2,3,0,60,47
33019,Cagliari/Sardinia,Italy,44,2,4,0.01,60,51
33019,Cagliari/Sardinia,Italy,44,2,5,0,52,44
33019,Cagliari/Sardinia,Italy,44,2,6,0,51,37
33019,Cagliari/Sardinia,Italy,44,2,7,0,53,34
33019,Cagliari/Sardinia,Italy,44,2,8,0,56,35
33019,Cagliari/Sardinia,Italy,44,2,9,0,51,40
33019,Cagliari/Sardinia,Italy,44,2,10,0.08,54,36
33019,Cagliari/Sardinia,Italy,44,2,11,0.13,49,37
33019,Cagliari/Sardinia,Italy,44,2,12,T,46,34
33019,Cagliari/Sardinia,Italy,44,2,13,0.03,47,36
33019,Cagliari/Sardinia,Italy,44,2,14,0,49,36
33019,Cagliari/Sardinia,Italy,44,2,15,0,52,36
33019,Cagliari/Sardinia,Italy,44,2,16,0,48,35
33019,Cagliari/Sardinia,Italy,44,2,17,0,55,36
33019,Cagliari/Sardinia,Italy,44,2,18,0.46,48,42
33019,Cagliari/Sardinia,Italy,44,2,19,0.02,54,36
33019,Cagliari/Sardinia,Italy,44,2,20,0,53,38
33019,Cagliari/Sardinia,Italy,44,2,21,0,53,34
33019,Cagliari/Sardinia,Italy,44,2,22,0.02,52,37
33019,Cagliari/Sardinia,Italy,44,2,23,T,54,42
33019,Cagliari/Sardinia,Italy,44,2,24,T,62,51
33019,Cagliari/Sardinia,Italy,44,2,25,0.21,57,48
33019,Cagliari/Sardinia,Italy,44,2,26,T,58,47
33019,Cagliari/Sardinia,Italy,44,2,27,0.06,55,47
33019,Cagliari/Sardinia,Italy,44,2,28,0.04,61,47
33019,Cagliari/Sardinia,Italy,44,2,29,0.17,60,43
33019,Cagliari/Sardinia,Italy,44,3,1,T,52,43
33019,Cagliari/Sardinia,Italy,44,3,2,0,56,44
33019,Cagliari/Sardinia,Italy,44,3,3,T,59,45
33019,Cagliari/Sardinia,Italy,44,3,4,0.08,57,46
33019,Cagliari/Sardinia,Italy,44,3,5,0.02,48,38
33019,Cagliari/Sardinia,Italy,44,3,6,0.01,42,37
33019,Cagliari/Sardinia,Italy,44,3,7,0,50,34
33019,Cagliari/Sardinia,Italy,44,3,8,0,54,34
33019,Cagliari/Sardinia,Italy,44,3,9,0.13,55,37
33019,Cagliari/Sardinia,Italy,44,3,10,0,59,36
33019,Cagliari/Sardinia,Italy,44,3,11,0.01,55,40
33019,Cagliari/Sardinia,Italy,44,3,12,0.04,56,43
33019,Cagliari/Sardinia,Italy,44,3,13,0,59,36
33019,Cagliari/Sardinia,Italy,44,3,14,T,59,49
33019,Cagliari/Sardinia,Italy,44,3,15,0.01,58,47
33019,Cagliari/Sardinia,Italy,44,3,16,0,60,43
33019,Cagliari/Sardinia,Italy,44,3,17,0,56,37
33019,Cagliari/Sardinia,Italy,44,3,18,0.1,55,46
33019,Cagliari/Sardinia,Italy,44,3,19,0,61,38
33019,Cagliari/Sardinia,Italy,44,3,20,0,61,40
33019,Cagliari/Sardinia,Italy,44,3,21,0,60,51
33019,Cagliari/Sardinia,Italy,44,3,22,0,61,50
33019,Cagliari/Sardinia,Italy,44,3,23,0,63,43
33019,Cagliari/Sardinia,Italy,44,3,24,0,56,42
33019,Cagliari/Sardinia,Italy,44,3,25,T,58,40
33019,Cagliari/Sardinia,Italy,44,3,26,0,58,40
33019,Cagliari/Sardinia,Italy,44,3,27,0,65,42
33019,Cagliari/Sardinia,Italy,44,3,28,0,60,42
33019,Cagliari/Sardinia,Italy,44,3,29,0,56,43
33019,Cagliari/Sardinia,Italy,44,3,30,0.09,61,48
33019,Cagliari/Sardinia,Italy,44,3,31,0,65,50
33019,Cagliari/Sardinia,Italy,44,4,1,0,64,49
33019,Cagliari/Sardinia,Italy,44,4,2,0,59,46
33019,Cagliari/Sardinia,Italy,44,4,3,0,65,52
33019,Cagliari/Sardinia,Italy,44,4,4,0,71,51
33019,Cagliari/Sardinia,Italy,44,4,5,0,70,53
33019,Cagliari/Sardinia,Italy,44,4,6,0,74,50
33019,Cagliari/Sardinia,Italy,44,4,7,0,65,48
33019,Cagliari/Sardinia,Italy,44,4,8,0,61,58
33019,Cagliari/Sardinia,Italy,44,4,9,T,68,57
33019,Cagliari/Sardinia,Italy,44,4,10,0,68,55
33019,Cagliari/Sardinia,Italy,44,4,11,0,71,51
33019,Cagliari/Sardinia,Italy,44,4,12,0,65,46
33019,Cagliari/Sardinia,Italy,44,4,13,0.26,64,52
33019,Cagliari/Sardinia,Italy,44,4,14,0,64,45
33019,Cagliari/Sardinia,Italy,44,4,15,0,64,56
33019,Cagliari/Sardinia,Italy,44,4,16,0,65,59
33019,Cagliari/Sardinia,Italy,44,4,17,0,67,54
33019,Cagliari/Sardinia,Italy,44,4,18,0,67,52
33019,Cagliari/Sardinia,Italy,44,4,19,0,67,53
33019,Cagliari/Sardinia,Italy,44,4,20,0,67,49
33019,Cagliari/Sardinia,Italy,44,4,21,0,68,49
33019,Cagliari/Sardinia,Italy,44,4,22,0.21,59,51
33019,Cagliari/Sardinia,Italy,44,4,23,0.17,68,54
33019,Cagliari/Sardinia,Italy,44,4,24,0.02,70,51
33019,Cagliari/Sardinia,Italy,44,4,25,T,76,58
33019,Cagliari/Sardinia,Italy,44,4,26,1.1,58,49
33019,Cagliari/Sardinia,Italy,44,4,27,0,67,52
33019,Cagliari/Sardinia,Italy,44,4,28,T,63,49
33019,Cagliari/Sardinia,Italy,44,4,29,0,68,46
33019,Cagliari/Sardinia,Italy,44,4,30,0,64,48
33019,Cagliari/Sardinia,Italy,44,5,1,0,70,45
33019,Cagliari/Sardinia,Italy,44,5,2,0,67,47
33019,Cagliari/Sardinia,Italy,44,5,3,0,78,49
33019,Cagliari/Sardinia,Italy,44,5,4,0,80,55
33019,Cagliari/Sardinia,Italy,44,5,5,0,83,53
33019,Cagliari/Sardinia,Italy,44,5,6,0,77,62
33019,Cagliari/Sardinia,Italy,44,5,7,0,80,61
33019,Cagliari/Sardinia,Italy,44,5,8,0,78,61
33019,Cagliari/Sardinia,Italy,44,5,9,0,78,61
33019,Cagliari/Sardinia,Italy,44,5,10,0,75,58
33019,Cagliari/Sardinia,Italy,44,5,11,0,69,53
33019,Cagliari/Sardinia,Italy,44,5,12,0,78,57
33019,Cagliari/Sardinia,Italy,44,5,13,0,68,53
33019,Cagliari/Sardinia,Italy,44,5,14,0,70,52
33019,Cagliari/Sardinia,Italy,44,5,15,0,82,53
33019,Cagliari/Sardinia,Italy,44,5,16,0,82,59
33019,Cagliari/Sardinia,Italy,44,5,17,0,76,58
33019,Cagliari/Sardinia,Italy,44,5,18,0,75,55
33019,Cagliari/Sardinia,Italy,44,5,19,0.27,75,60
33019,Cagliari/Sardinia,Italy,44,5,20,T,71,61
33019,Cagliari/Sardinia,Italy,44,5,21,T,72,61
33019,Cagliari/Sardinia,Italy,44,5,22,0,71,58
33019,Cagliari/Sardinia,Italy,44,5,23,0,70,54
33019,Cagliari/Sardinia,Italy,44,5,24,,66,47
33019,Cagliari/Sardinia,Italy,44,5,25,T,74,54
33019,Cagliari/Sardinia,Italy,44,5,26,0,78,55
33019,Cagliari/Sardinia,Italy,44,5,27,0,72,53
33019,Cagliari/Sardinia,Italy,44,5,28,0,75,53
33019,Cagliari/Sardinia,Italy,44,5,29,0,73,55
33019,Cagliari/Sardinia,Italy,44,5,30,0,74,58
33019,Cagliari/Sardinia,Italy,44,5,31,0,70,60
33019,Cagliari/Sardinia,Italy,44,6,1,0,70,56
33019,Cagliari/Sardinia,Italy,44,6,2,0,73,57
33019,Cagliari/Sardinia,Italy,44,6,3,0,76,60
33019,Cagliari/Sardinia,Italy,44,6,4,0,78,60
33019,Cagliari/Sardinia,Italy,44,6,5,0,73,59
33019,Cagliari/Sardinia,Italy,44,6,6,0,83,61
33019,Cagliari/Sardinia,Italy,44,6,7,0,78,60
33019,Cagliari/Sardinia,Italy,44,6,8,0,77,61
33019,Cagliari/Sardinia,Italy,44,6,9,0,73,55
33019,Cagliari/Sardinia,Italy,44,6,10,0,77,62
33019,Cagliari/Sardinia,Italy,44,6,11,0.07,76,62
33019,Cagliari/Sardinia,Italy,44,6,12,0,78,57
33019,Cagliari/Sardinia,Italy,44,6,13,0,81,60
33019,Cagliari/Sardinia,Italy,44,6,14,0,84,63
33019,Cagliari/Sardinia,Italy,44,6,15,0,84,63
33019,Cagliari/Sardinia,Italy,44,6,16,0,80,60
33019,Cagliari/Sardinia,Italy,44,6,17,0,78,64
33019,Cagliari/Sardinia,Italy,44,6,18,0,70,62
33019,Cagliari/Sardinia,Italy,44,6,19,0,74,61
33019,Cagliari/Sardinia,Italy,44,6,20,0,74,60
33019,Cagliari/Sardinia,Italy,44,6,21,0,74,57
33019,Cagliari/Sardinia,Italy,44,6,22,T,79,61
33019,Cagliari/Sardinia,Italy,44,6,23,T,80,63
33019,Cagliari/Sardinia,Italy,44,6,24,0.36,78,61
33019,Cagliari/Sardinia,Italy,44,6,25,0,82,61
33019,Cagliari/Sardinia,Italy,44,6,26,0,76,61
33019,Cagliari/Sardinia,Italy,44,6,27,0,88,64
33019,Cagliari/Sardinia,Italy,44,6,28,0,89,69
33019,Cagliari/Sardinia,Italy,44,6,29,0,83,68
33019,Cagliari/Sardinia,Italy,44,6,30,0,91,68
33019,Cagliari/Sardinia,Italy,44,7,1,0,92,68
33019,Cagliari/Sardinia,Italy,44,7,2,0,89,64
33019,Cagliari/Sardinia,Italy,44,7,3,0,79,64
33019,Cagliari/Sardinia,Italy,44,7,4,0,81,66
33019,Cagliari/Sardinia,Italy,44,7,5,0,81,64
33019,Cagliari/Sardinia,Italy,44,7,6,0,80,61
33019,Cagliari/Sardinia,Italy,44,7,7,0,78,70
33019,Cagliari/Sardinia,Italy,44,7,8,T,85,67
33019,Cagliari/Sardinia,Italy,44,7,9,T,83,70
33019,Cagliari/Sardinia,Italy,44,7,10,0,78,67
33019,Cagliari/Sardinia,Italy,44,7,11,0,79,68
33019,Cagliari/Sardinia,Italy,44,7,12,0,76,62
33019,Cagliari/Sardinia,Italy,44,7,13,0,77,60
33019,Cagliari/Sardinia,Italy,44,7,14,0,75,58
33019,Cagliari/Sardinia,Italy,44,7,15,0,81,60
33019,Cagliari/Sardinia,Italy,44,7,16,0,87,62
33019,Cagliari/Sardinia,Italy,44,7,17,0,89,66
33019,Cagliari/Sardinia,Italy,44,7,18,0,93,67
33019,Cagliari/Sardinia,Italy,44,7,19,0,88,68
33019,Cagliari/Sardinia,Italy,44,7,20,0,80,66
33019,Cagliari/Sardinia,Italy,44,7,21,0,80,73
33019,Cagliari/Sardinia,Italy,44,7,22,0,93,71
33019,Cagliari/Sardinia,Italy,44,7,23,0,80,65
33019,Cagliari/Sardinia,Italy,44,7,24,0,84,65
33019,Cagliari/Sardinia,Italy,44,7,25,0,82,63
33019,Cagliari/Sardinia,Italy,44,7,26,0,79,65
33019,Cagliari/Sardinia,Italy,44,7,27,0,81,66
33019,Cagliari/Sardinia,Italy,44,7,28,0,91,63
33019,Cagliari/Sardinia,Italy,44,7,29,0,84,66
33019,Cagliari/Sardinia,Italy,44,7,30,0,87,66
33019,Cagliari/Sardinia,Italy,44,7,31,0,90,66
33019,Cagliari/Sardinia,Italy,44,8,1,0,88,64
33019,Cagliari/Sardinia,Italy,44,8,2,0,82,63
33019,Cagliari/Sardinia,Italy,44,8,3,0,90,62
33019,Cagliari/Sardinia,Italy,44,8,4,0,92,66
33019,Cagliari/Sardinia,Italy,44,8,5,0,94,69
33019,Cagliari/Sardinia,Italy,44,8,6,0,91,67
33019,Cagliari/Sardinia,Italy,44,8,7,0,86,65
33019,Cagliari/Sardinia,Italy,44,8,8,0,81,65
33019,Cagliari/Sardinia,Italy,44,8,9,0,84,72
33019,Cagliari/Sardinia,Italy,44,8,10,T,86,70
33019,Cagliari/Sardinia,Italy,44,8,11,0.11,82,66
33019,Cagliari/Sardinia,Italy,44,8,12,0,86,65
33019,Cagliari/Sardinia,Italy,44,8,13,0,88,68
33019,Cagliari/Sardinia,Italy,44,8,14,0,87,69
33019,Cagliari/Sardinia,Italy,44,8,15,0,82,68
33019,Cagliari/Sardinia,Italy,44,8,16,0,86,65
33019,Cagliari/Sardinia,Italy,44,8,17,0,92,69
33019,Cagliari/Sardinia,Italy,44,8,18,0,90,69
33019,Cagliari/Sardinia,Italy,44,8,19,0,87,68
33019,Cagliari/Sardinia,Italy,44,8,20,0,81,69
33019,Cagliari/Sardinia,Italy,44,8,21,0,86,76
33019,Cagliari/Sardinia,Italy,44,8,22,0,88,77
33019,Cagliari/Sardinia,Italy,44,8,23,0,85,73
33019,Cagliari/Sardinia,Italy,44,8,24,0,89,68
33019,Cagliari/Sardinia,Italy,44,8,25,0,83,70
33019,Cagliari/Sardinia,Italy,44,8,26,0,86,72
33019,Cagliari/Sardinia,Italy,44,8,27,0,86,67
33019,Cagliari/Sardinia,Italy,44,8,28,0,85,70
33019,Cagliari/Sardinia,Italy,44,8,29,0,85,72
33019,Cagliari/Sardinia,Italy,44,8,30,0,86,67
33019,Cagliari/Sardinia,Italy,44,8,31,0,85,73
33111,Fontana,Italy,43,10,28,0,72,56
33111,Fontana,Italy,43,10,29,0,77,50
33111,Fontana,Italy,43,10,30,0.05,72,54
33111,Fontana,Italy,43,10,31,0.1,74,50
33111,Fontana,Italy,43,11,1,0.2,72,57
33111,Fontana,Italy,43,11,2,0,74,59
33111,Fontana,Italy,43,11,3,0.02,73,58
33111,Fontana,Italy,43,11,4,2,64,60
33111,Fontana,Italy,43,11,5,0.5,69,61
33111,Fontana,Italy,43,11,6,0.57,74,59
33111,Fontana,Italy,43,11,7,0.1,71,57
33111,Fontana,Italy,43,11,8,0.1,65,53
33111,Fontana,Italy,43,11,9,0.1,69,50
33111,Fontana,Italy,43,11,10,0,65,45
33111,Fontana,Italy,43,11,11,T,64,48
33111,Fontana,Italy,43,11,12,1.11,63,54
33111,Fontana,Italy,43,11,13,0,68,55
33111,Fontana,Italy,43,11,14,0,69,54
33111,Fontana,Italy,43,11,15,0,69,52
33111,Fontana,Italy,43,11,16,0,70,46
33111,Fontana,Italy,43,11,17,0,71,48
33111,Fontana,Italy,43,11,18,0,67,47
33111,Fontana,Italy,43,11,19,0.8,64,49
33111,Fontana,Italy,43,11,20,T,74,55
33111,Fontana,Italy,43,11,21,0.15,69,56
33111,Fontana,Italy,43,11,22,0,69,56
33111,Fontana,Italy,43,11,23,0.2,66,56
33111,Fontana,Italy,43,11,24,0,64,50
33111,Fontana,Italy,43,11,25,0,65,49
33111,Fontana,Italy,43,11,26,0,65,52
33111,Fontana,Italy,43,11,27,0.1,65,54
33111,Fontana,Italy,43,11,28,0.25,62,55
33111,Fontana,Italy,43,11,29,0,65,49
33111,Fontana,Italy,43,11,30,0,66,46
33111,Fontana,Italy,43,12,1,0,64,46
33111,Fontana,Italy,43,12,2,0,61,40
33111,Fontana,Italy,43,12,3,0.01,61,37
33111,Fontana,Italy,43,12,4,0.03,63,44
33111,Fontana,Italy,43,12,5,0.9,64,57
33111,Fontana,Italy,43,12,6,0,66,58
33111,Fontana,Italy,43,12,7,0,66,48
33111,Fontana,Italy,43,12,8,0,65,44
33111,Fontana,Italy,43,12,9,0.09,59,47
33111,Fontana,Italy,43,12,10,0.05,62,51
33111,Fontana,Italy,43,12,11,0,64,50
33111,Fontana,Italy,43,12,12,0,63,44
33111,Fontana,Italy,43,12,13,T,63,44
33111,Fontana,Italy,43,12,14,0,64,47
33111,Fontana,Italy,43,12,15,0.01,65,58
33111,Fontana,Italy,43,12,16,0,62,45
33111,Fontana,Italy,43,12,17,0,60,46
33111,Fontana,Italy,43,12,18,0.1,63,57
33111,Fontana,Italy,43,12,19,0.3,60,54
33111,Fontana,Italy,43,12,20,T,64,54
33111,Fontana,Italy,43,12,21,0.06,63,53
33111,Fontana,Italy,43,12,22,0.01,63,52
33111,Fontana,Italy,43,12,23,0.95,60,47
33111,Fontana,Italy,43,12,24,0,61,41
33111,Fontana,Italy,43,12,25,0.2,60,39
33111,Fontana,Italy,43,12,26,0.54,61,51
33111,Fontana,Italy,43,12,27,0,60,47
33111,Fontana,Italy,43,12,28,0,53,42
33111,Fontana,Italy,43,12,29,0,55,37
33111,Fontana,Italy,43,12,30,0,57,38
33111,Fontana,Italy,43,12,31,T,57,36
33111,Fontana,Italy,44,1,1,0.04,52,39
33111,Fontana,Italy,44,1,2,0.02,55,47
33111,Fontana,Italy,44,1,3,0,60,38
33111,Fontana,Italy,44,1,4,0,59,39
33111,Fontana,Italy,44,1,5,0,58,40
33111,Fontana,Italy,44,1,6,0.1,49,32
